instance,solver,run,nvertices,nedges,n,m,state,value,totalTime,totalIters,bestTime,bestIter
r_n100_p0.5_nA20_nB20_i1,heur_semigreedy2s_v2_a0.2,0,100,2488,20,20,FEASIBLE,4,4.37696,10000,0.0516658,97
r_n100_p0.25_nA20_nB20_i0,heur_semigreedy2s_v2_a0.1,0,100,1186,20,20,FEASIBLE,3,2.68472,10000,0.000657307,1
r_n150_p0.75_nA15_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,8450,15,15,FEASIBLE,4,12.8966,15000,0.791442,952
r_n150_p0.25_nA15_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,2737,15,15,FEASIBLE,2,6.97741,15000,0.00190767,1
r_n150_p0.75_nA15_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,8396,15,30,FEASIBLE,4,17.2599,15000,0.128324,105
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,5571,15,30,FEASIBLE,3,21.1104,15000,0.00230818,0
r_n150_p0.75_nA15_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,8391,15,15,FEASIBLE,4,12.3955,15000,0.877926,1104
r_n100_p0.75_nA10_nB20_i2,heur_semigreedy2s_v2_a0.1,0,100,3726,10,20,FEASIBLE,3,4.19295,10000,0.0506305,95
r_n100_p0.5_nA20_nB10_i2,heur_semigreedy2s_v2_a0.1,0,100,2426,20,10,FEASIBLE,4,3.16565,10000,0.0344649,96
r_n150_p0.75_nA15_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,8339,15,15,FEASIBLE,4,16.5217,15000,1.99142,1733
r_n100_p0.75_nA20_nB10_i2,heur_semigreedy2s_v2_a0.1,0,100,3690,20,10,FEASIBLE,8,1.94016,10000,0.00455397,14
r_n150_p0.25_nA15_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,2807,15,30,FEASIBLE,2,8.39997,15000,0.0239414,42
r_n100_p0.5_nA10_nB10_i1,heur_semigreedy2s_v2_a0.1,0,100,2429,10,10,FEASIBLE,2,2.73572,10000,0.0304746,101
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,2753,30,30,FEASIBLE,4,12.503,15000,0.0054058,4
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,5641,30,15,FEASIBLE,6,17.9542,15000,4.86487,4121
r_n100_p0.5_nA10_nB20_i0,heur_semigreedy2s_v2_a0.1,0,100,2512,10,20,FEASIBLE,2,3.62759,10000,0.000648442,0
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,5546,15,15,FEASIBLE,3,13.1218,15000,0.00940467,10
r_n100_p0.75_nA20_nB20_i2,heur_semigreedy2s_v2_a0.1,0,100,3677,20,20,FEASIBLE,6,4.86806,10000,0.636228,1323
r_n150_p0.25_nA30_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,2805,30,15,FEASIBLE,4,9.63677,15000,0.0819935,130
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,5614,15,30,FEASIBLE,3,17.7862,15000,0.0467494,31
r_n150_p0.75_nA15_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,8362,15,30,FEASIBLE,4,16.4528,15000,0.887809,814
r_n150_p0.25_nA15_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,2772,15,30,FEASIBLE,2,8.04777,15000,0.00360426,4
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,8301,30,30,FEASIBLE,8,56.0164,15000,0.10214,23
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,8404,30,30,FEASIBLE,8,24.3153,15000,13.723,8211
r_n150_p0.25_nA15_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,2756,15,30,FEASIBLE,2,8.51479,15000,0.00767535,9
r_n150_p0.75_nA30_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,8405,30,15,FEASIBLE,9,7.90202,15000,2.03859,3872
r_n100_p0.25_nA10_nB20_i1,heur_semigreedy2s_v2_a0.1,0,100,1262,10,20,FEASIBLE,2,2.02808,10000,0.000302982,0
r_n100_p0.25_nA20_nB20_i2,heur_semigreedy2s_v2_a0.1,0,100,1245,20,20,FEASIBLE,3,2.82056,10000,0.000472219,0
r_n100_p0.25_nA10_nB10_i0,heur_semigreedy2s_v2_a0.1,0,100,1244,10,10,FEASIBLE,1,1.8822,10000,0.106882,519
r_n100_p0.25_nA10_nB10_i2,heur_semigreedy2s_v2_a0.1,0,100,1275,10,10,FEASIBLE,1,1.81107,10000,0.0125583,59
r_n100_p0.25_nA20_nB20_i1,heur_semigreedy2s_v2_a0.1,0,100,1269,20,20,FEASIBLE,3,2.7166,10000,0.00116392,2
r_n150_p0.25_nA15_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,2818,15,15,FEASIBLE,2,7.68781,15000,0.0116968,15
r_n100_p0.25_nA10_nB20_i0,heur_semigreedy2s_v2_a0.1,0,100,1228,10,20,FEASIBLE,2,2.02645,10000,0.000502937,0
r_n100_p0.75_nA10_nB10_i0,heur_semigreedy2s_v2_a0.1,0,100,3716,10,10,FEASIBLE,3,2.94721,10000,0.00709669,14
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,5579,15,15,FEASIBLE,3,14.0684,15000,0.034168,24
r_n100_p0.75_nA20_nB20_i0,heur_semigreedy2s_v2_a0.1,0,100,3723,20,20,FEASIBLE,6,4.92082,10000,0.312617,638
r_n100_p0.75_nA20_nB10_i0,heur_semigreedy2s_v2_a0.1,0,100,3729,20,10,FEASIBLE,7,1.71273,10000,0.392674,2199
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,5608,15,30,FEASIBLE,3,18.9733,15000,0.0048966,3
r_n100_p0.75_nA10_nB10_i2,heur_semigreedy2s_v2_a0.1,0,100,3709,10,10,FEASIBLE,3,3.04477,10000,0.0073777,16
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,5621,30,30,FEASIBLE,6,20.9409,15000,0.0275086,17
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,5583,30,15,FEASIBLE,6,16.1251,15000,7.05886,6631
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,8343,30,30,FEASIBLE,9,28.5813,15000,0.00516377,2
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,5585,15,15,FEASIBLE,3,13.3527,15000,0.0200244,18
r_n150_p0.75_nA15_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,8401,15,30,FEASIBLE,4,16.7941,15000,0.109986,88
r_n150_p0.25_nA30_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,2801,30,15,FEASIBLE,3,8.55906,15000,6.54333,11502
r_n100_p0.75_nA10_nB20_i0,heur_semigreedy2s_v2_a0.1,0,100,3749,10,20,FEASIBLE,3,3.94518,10000,0.00663498,14
r_n150_p0.75_nA30_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,8469,30,15,FEASIBLE,15,3.88845,15000,0.119992,425
r_n100_p0.5_nA10_nB10_i0,heur_semigreedy2s_v2_a0.1,0,100,2514,10,10,FEASIBLE,2,2.77019,10000,0.0157898,45
r_n100_p0.25_nA10_nB10_i1,heur_semigreedy2s_v2_a0.1,0,100,1244,10,10,FEASIBLE,1,1.83353,10000,0.152314,798
r_n100_p0.25_nA10_nB20_i2,heur_semigreedy2s_v2_a0.1,0,100,1239,10,20,FEASIBLE,2,2.25118,10000,0.000561332,0
r_n100_p0.5_nA20_nB10_i0,heur_semigreedy2s_v2_a0.1,0,100,2477,20,10,FEASIBLE,5,2.574,10000,0.0120335,38
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,2831,30,30,FEASIBLE,3,12.6288,15000,0.181543,219
r_n100_p0.5_nA10_nB20_i1,heur_semigreedy2s_v2_a0.1,0,100,2527,10,20,FEASIBLE,2,3.78301,10000,0.0210815,49
r_n100_p0.5_nA20_nB20_i2,heur_semigreedy2s_v2_a0.1,0,100,2512,20,20,FEASIBLE,4,4.22986,10000,0.0795648,170
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,5527,30,30,FEASIBLE,6,20.9018,15000,0.151722,108
r_n100_p0.25_nA20_nB10_i2,heur_semigreedy2s_v2_a0.1,0,100,1220,20,10,FEASIBLE,3,2.34801,10000,0.00217171,5
r_n100_p0.75_nA10_nB10_i1,heur_semigreedy2s_v2_a0.1,0,100,3700,10,10,FEASIBLE,3,3.04204,10000,0.00419214,8
r_n100_p0.25_nA20_nB10_i1,heur_semigreedy2s_v2_a0.1,0,100,1211,20,10,FEASIBLE,3,2.34066,10000,0.00109752,2
r_n100_p0.5_nA10_nB20_i2,heur_semigreedy2s_v2_a0.1,0,100,2502,10,20,FEASIBLE,2,3.56213,10000,0.00159481,2
r_n150_p0.25_nA15_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,2838,15,15,FEASIBLE,2,7.03887,15000,0.000841923,0
r_n150_p0.75_nA30_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,8302,30,15,FEASIBLE,11,8.92712,15000,1.43422,2692
r_n100_p0.75_nA20_nB10_i1,heur_semigreedy2s_v2_a0.1,0,100,3688,20,10,FEASIBLE,7,2.94004,10000,0.0741799,218
r_n100_p0.5_nA10_nB10_i2,heur_semigreedy2s_v2_a0.1,0,100,2530,10,10,FEASIBLE,3,2.65803,10000,0.00049504,0
r_n100_p0.5_nA20_nB20_i0,heur_semigreedy2s_v2_a0.1,0,100,2427,20,20,FEASIBLE,4,4.17911,10000,0.0365209,78
r_n100_p0.75_nA20_nB20_i1,heur_semigreedy2s_v2_a0.1,0,100,3719,20,20,FEASIBLE,6,4.96192,10000,0.0448543,77
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,5622,30,30,FEASIBLE,6,22.2127,15000,0.00210209,0
r_n150_p0.25_nA30_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,2744,30,15,FEASIBLE,4,8.58595,15000,0.0017489,1
r_n100_p0.5_nA20_nB10_i1,heur_semigreedy2s_v2_a0.1,0,100,2493,20,10,FEASIBLE,5,3.56344,10000,0.0165237,43
r_n100_p0.25_nA20_nB10_i0,heur_semigreedy2s_v2_a0.1,0,100,1254,20,10,FEASIBLE,3,2.34155,10000,0.00240179,4
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,5532,30,15,FEASIBLE,6,15.8214,15000,1.26044,1161
r_n100_p0.75_nA10_nB20_i1,heur_semigreedy2s_v2_a0.1,0,100,3752,10,20,FEASIBLE,3,4.42877,10000,0.0108241,19
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,2776,30,30,FEASIBLE,4,19.8735,15000,0.00238888,0
r_n100_p0.5_nA20_nB20_i1,heur_semigreedy2s_v2_a0.1,0,100,2488,20,20,FEASIBLE,4,4.37895,10000,0.00658018,12
r_n100_p0.25_nA20_nB20_i0,heur_semigreedy2s_v2_a0.4,0,100,1186,20,20,FEASIBLE,2,2.74825,10000,2.14525,7778
r_n150_p0.75_nA15_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,8450,15,15,FEASIBLE,5,12.3207,15000,0.0326961,18
r_n150_p0.25_nA15_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,2737,15,15,FEASIBLE,2,7.50273,15000,0.00566122,7
r_n150_p0.75_nA15_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,8396,15,30,FEASIBLE,4,17.086,15000,6.88242,6206
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,5571,15,30,FEASIBLE,3,20.1884,15000,0.176866,130
r_n150_p0.75_nA15_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,8391,15,15,FEASIBLE,4,12.3289,15000,2.13104,2661
r_n100_p0.75_nA10_nB20_i2,heur_semigreedy2s_v2_a0.4,0,100,3726,10,20,FEASIBLE,3,4.20473,10000,0.682449,1589
r_n100_p0.5_nA20_nB10_i2,heur_semigreedy2s_v2_a0.4,0,100,2426,20,10,FEASIBLE,4,3.17244,10000,0.0231754,70
r_n150_p0.75_nA15_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,8339,15,15,FEASIBLE,4,12.5233,15000,0.41404,490
r_n100_p0.75_nA20_nB10_i2,heur_semigreedy2s_v2_a0.4,0,100,3690,20,10,FEASIBLE,8,1.9523,10000,0.00363521,14
r_n150_p0.25_nA15_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,2807,15,30,FEASIBLE,2,8.66513,15000,0.00831472,12
r_n100_p0.5_nA10_nB10_i1,heur_semigreedy2s_v2_a0.4,0,100,2429,10,10,FEASIBLE,2,2.70945,10000,0.0411138,149
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,2753,30,30,FEASIBLE,4,12.2132,15000,0.00112623,0
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,5641,30,15,FEASIBLE,7,17.1097,15000,0.569941,528
r_n100_p0.5_nA10_nB20_i0,heur_semigreedy2s_v2_a0.4,0,100,2512,10,20,FEASIBLE,2,3.66916,10000,0.0142608,38
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,5546,15,15,FEASIBLE,3,13.7101,15000,0.00714215,5
r_n100_p0.75_nA20_nB20_i2,heur_semigreedy2s_v2_a0.4,0,100,3677,20,20,FEASIBLE,6,4.85687,10000,0.123848,230
r_n150_p0.25_nA30_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,2805,30,15,FEASIBLE,4,8.94641,15000,0.0211531,30
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,5614,15,30,FEASIBLE,3,24.7954,15000,0.0725104,54
r_n150_p0.75_nA15_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,8362,15,30,FEASIBLE,4,16.5474,15000,0.345164,299
r_n150_p0.25_nA15_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,2772,15,30,FEASIBLE,2,8.18876,15000,0.0157378,24
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,8301,30,30,FEASIBLE,8,42.3054,15000,0.133692,32
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,8404,30,30,FEASIBLE,9,23.4217,15000,0.0262555,11
r_n150_p0.25_nA15_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,2756,15,30,FEASIBLE,2,8.19071,15000,0.00215675,3
r_n150_p0.75_nA30_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,8405,30,15,FEASIBLE,9,7.90751,15000,2.04697,3877
r_n100_p0.25_nA10_nB20_i1,heur_semigreedy2s_v2_a0.4,0,100,1262,10,20,FEASIBLE,2,2.11889,10000,0.000500929,0
r_n100_p0.25_nA20_nB20_i2,heur_semigreedy2s_v2_a0.4,0,100,1245,20,20,FEASIBLE,3,2.76876,10000,0.000374695,0
r_n100_p0.25_nA10_nB10_i0,heur_semigreedy2s_v2_a0.4,0,100,1244,10,10,FEASIBLE,2,1.90104,10000,0.000496552,1
r_n100_p0.25_nA10_nB10_i2,heur_semigreedy2s_v2_a0.4,0,100,1275,10,10,FEASIBLE,1,1.87009,10000,0.408688,2135
r_n100_p0.25_nA20_nB20_i1,heur_semigreedy2s_v2_a0.4,0,100,1269,20,20,FEASIBLE,3,2.79206,10000,0.00126425,2
r_n150_p0.25_nA15_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,2818,15,15,FEASIBLE,2,8.55906,15000,0.00725501,13
r_n100_p0.25_nA10_nB20_i0,heur_semigreedy2s_v2_a0.4,0,100,1228,10,20,FEASIBLE,1,2.06509,10000,0.13994,635
r_n100_p0.75_nA10_nB10_i0,heur_semigreedy2s_v2_a0.4,0,100,3716,10,10,FEASIBLE,3,2.96436,10000,0.00881382,20
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,5579,15,15,FEASIBLE,3,13.7291,15000,0.0132349,12
r_n100_p0.75_nA20_nB20_i0,heur_semigreedy2s_v2_a0.4,0,100,3723,20,20,FEASIBLE,6,4.96674,10000,0.326569,648
r_n100_p0.75_nA20_nB10_i0,heur_semigreedy2s_v2_a0.4,0,100,3729,20,10,FEASIBLE,7,1.73849,10000,0.395028,2199
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,5608,15,30,FEASIBLE,3,19.4938,15000,0.054658,37
r_n100_p0.75_nA10_nB10_i2,heur_semigreedy2s_v2_a0.4,0,100,3709,10,10,FEASIBLE,3,3.03615,10000,0.00594192,16
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,5621,30,30,FEASIBLE,6,18.4591,15000,0.231594,187
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,5583,30,15,FEASIBLE,6,16.7731,15000,0.63897,606
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,8343,30,30,FEASIBLE,9,33.8532,15000,0.087496,44
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,5585,15,15,FEASIBLE,3,13.5549,15000,0.115299,118
r_n150_p0.75_nA15_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,8401,15,30,FEASIBLE,4,16.7984,15000,10.8037,9776
r_n150_p0.25_nA30_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,2801,30,15,FEASIBLE,4,8.82061,15000,0.0015794,1
r_n100_p0.75_nA10_nB20_i0,heur_semigreedy2s_v2_a0.4,0,100,3749,10,20,FEASIBLE,3,4.02393,10000,0.0153624,34
r_n150_p0.75_nA30_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,8469,30,15,FEASIBLE,15,3.87642,15000,0.119399,425
r_n100_p0.5_nA10_nB10_i0,heur_semigreedy2s_v2_a0.4,0,100,2514,10,10,FEASIBLE,2,2.76679,10000,0.0094722,26
r_n100_p0.25_nA10_nB10_i1,heur_semigreedy2s_v2_a0.4,0,100,1244,10,10,FEASIBLE,1,1.84037,10000,0.510765,2712
r_n100_p0.25_nA10_nB20_i2,heur_semigreedy2s_v2_a0.4,0,100,1239,10,20,FEASIBLE,1,2.19759,10000,0.453623,1757
r_n100_p0.5_nA20_nB10_i0,heur_semigreedy2s_v2_a0.4,0,100,2477,20,10,FEASIBLE,5,2.77305,10000,0.0106616,38
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,2831,30,30,FEASIBLE,4,12.8284,15000,0.00505074,4
r_n100_p0.5_nA10_nB20_i1,heur_semigreedy2s_v2_a0.4,0,100,2527,10,20,FEASIBLE,2,3.71608,10000,0.0202338,55
r_n100_p0.5_nA20_nB20_i2,heur_semigreedy2s_v2_a0.4,0,100,2512,20,20,FEASIBLE,4,4.31156,10000,0.0353394,44
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,5527,30,30,FEASIBLE,6,25.6288,15000,0.247457,174
r_n100_p0.25_nA20_nB10_i2,heur_semigreedy2s_v2_a0.4,0,100,1220,20,10,FEASIBLE,3,2.35406,10000,0.000767868,1
r_n100_p0.75_nA10_nB10_i1,heur_semigreedy2s_v2_a0.4,0,100,3700,10,10,FEASIBLE,3,3.04872,10000,0.0170009,49
r_n100_p0.25_nA20_nB10_i1,heur_semigreedy2s_v2_a0.4,0,100,1211,20,10,FEASIBLE,3,2.77063,10000,0.000666954,1
r_n100_p0.5_nA10_nB20_i2,heur_semigreedy2s_v2_a0.4,0,100,2502,10,20,FEASIBLE,2,3.65407,10000,0.0397605,98
r_n150_p0.25_nA15_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,2838,15,15,FEASIBLE,2,7.61905,15000,0.0136734,26
r_n150_p0.75_nA30_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,8302,30,15,FEASIBLE,11,8.3026,15000,1.49343,2691
r_n100_p0.75_nA20_nB10_i1,heur_semigreedy2s_v2_a0.4,0,100,3688,20,10,FEASIBLE,7,2.93581,10000,0.0747459,218
r_n100_p0.5_nA10_nB10_i2,heur_semigreedy2s_v2_a0.4,0,100,2530,10,10,FEASIBLE,3,2.75988,10000,0.00044218,0
r_n100_p0.5_nA20_nB20_i0,heur_semigreedy2s_v2_a0.4,0,100,2427,20,20,FEASIBLE,4,4.34841,10000,0.0549245,110
r_n100_p0.75_nA20_nB20_i1,heur_semigreedy2s_v2_a0.4,0,100,3719,20,20,FEASIBLE,6,4.99282,10000,0.130642,230
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,5622,30,30,FEASIBLE,6,22.1055,15000,0.0253014,18
r_n150_p0.25_nA30_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,2744,30,15,FEASIBLE,4,8.69473,15000,0.124017,198
r_n100_p0.5_nA20_nB10_i1,heur_semigreedy2s_v2_a0.4,0,100,2493,20,10,FEASIBLE,5,3.13927,10000,0.0170178,43
r_n100_p0.25_nA20_nB10_i0,heur_semigreedy2s_v2_a0.4,0,100,1254,20,10,FEASIBLE,3,2.21041,10000,0.00302836,11
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,5532,30,15,FEASIBLE,7,15.8805,15000,0.0463289,36
r_n100_p0.75_nA10_nB20_i1,heur_semigreedy2s_v2_a0.4,0,100,3752,10,20,FEASIBLE,3,4.39339,10000,0.0024092,4
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,2776,30,30,FEASIBLE,4,12.7415,15000,0.00340522,3
