instance,solver,run,nvertices,nedges,n,m,nvars,ncons,state,time,nodes,nodesLeft,lb,ub,gap,ninfeas,ninfeasPrepro,ninfeasCheck,ninfeasAux,nint,ngcp,gcpTime,nsol,nsolHeur,nsolLR,ntrivial,rootlb,rootub,rootHeurTime,rootFeasTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n130_p0.25_nA26_nB13_i1,byp_r1,0,130,2181,26,13,-1,-1,FEASIBLE,367.368,1,1,1.89831,3.0,0.367229,0.0,0,0,0,0,0,0.0,1,1,0,0,1.89831,3.0,21.0742,0.0,457,0,296,0,0,161,295,0,135,0,0,160,346.172,0.0,0.0521201,0.0,0.0,346.12,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i2,byp_r1,0,170,10813,34,17,-1,-1,FEASIBLE,385.942,1,1,9.50221,11.0,0.136163,0.0,0,0,0,0,0,0.0,1,1,0,0,9.50221,11.0,43.2661,0.0,432,0,316,0,0,116,315,0,200,0,0,115,342.546,0.0,0.106293,0.0,0.0,342.439,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i0,byp_r1,0,170,10814,34,17,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,11.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65907,11.0,48.6493,0.0,465,0,330,0,0,135,330,0,195,0,0,135,859.313,0.0,0.136335,0.0,0.0,859.177,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i4,byp_r1,0,170,10756,17,34,-1,-1,OPTIMAL,334.592,1,0,3.0,3.0,0.0,0.0,0,0,0,1,0,0.0,2,1,1,0,3.0,5.0,69.6916,0.0,148,0,108,0,0,40,107,0,68,0,0,39,264.854,0.0,0.0420031,0.0,0.0,264.812,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i4,byp_r1,0,150,5679,15,30,-1,-1,FEASIBLE,257.617,1,1,1.7037,3.0,0.432099,0.0,0,0,0,0,0,0.0,1,1,0,0,1.7037,3.0,33.321,0.0,150,0,102,0,0,48,101,0,54,0,0,47,224.262,0.0,0.0256605,0.0,0.0,224.236,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i0,byp_r1,0,130,2038,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69353,3.0,22.3541,0.0,402,0,282,0,0,120,282,0,162,0,0,120,893.106,0.0,0.0446147,0.0,0.0,893.061,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i0,byp_r1,0,150,5548,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.50544,6.0,66.3105,0.0,337,0,253,0,0,84,253,0,169,0,0,84,863.951,0.0,0.0641498,0.0,0.0,863.887,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i3,byp_r1,0,130,2074,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.79619,3.0,20.0066,0.0,422,0,292,0,0,130,292,0,162,0,0,130,896.983,0.0,0.0430641,0.0,0.0,896.94,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i2,byp_r1,0,130,2100,26,26,-1,-1,FEASIBLE,629.457,1,1,1.78777,3.0,0.404076,0.0,0,0,0,0,0,0.0,1,1,0,0,1.78777,3.0,23.2752,0.0,364,0,253,0,0,111,252,0,142,0,0,110,606.074,0.0,0.0372555,0.0,0.0,606.037,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i4,byp_r1,0,150,5682,15,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.72692,3.0,29.7438,0.0,189,0,122,0,0,67,122,0,55,0,0,67,886.663,0.0,0.0359091,0.0,0.0,886.627,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i2,byp_r1,0,130,2097,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.82466,3.0,20.3006,0.0,442,0,294,0,0,148,294,0,146,0,0,148,881.629,0.0,0.0449872,0.0,0.0,881.584,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i1,byp_r1,0,150,5541,30,15,-1,-1,FEASIBLE,689.353,1,1,4.27373,7.0,0.389467,0.0,0,0,0,0,0,0.0,1,1,0,0,4.27373,7.0,46.4353,0.0,498,0,346,0,0,152,345,0,194,0,0,151,642.758,0.0,0.0804329,0.0,0.0,642.678,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i3,byp_r1,0,170,10775,17,34,-1,-1,FEASIBLE,324.117,1,1,3.1,5.0,0.38,0.0,0,0,0,0,0,0.0,1,1,0,0,3.1,5.0,70.0172,0.0,145,0,107,0,0,38,106,0,69,0,0,37,254.056,0.0,0.0413992,0.0,0.0,254.015,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i0,byp_r1,0,170,10814,17,17,-1,-1,FEASIBLE,498.895,1,1,3.13766,5.0,0.372468,0.0,0,0,0,0,0,0.0,1,1,0,0,3.13766,5.0,59.1988,0.0,178,0,125,0,0,53,124,0,72,0,0,52,439.644,0.0,0.0487243,0.0,0.0,439.595,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i4,byp_r1,0,130,2115,26,13,-1,-1,FEASIBLE,867.86,1,1,1.83232,3.0,0.389227,0.0,0,0,0,0,0,0.0,1,1,0,0,1.83232,3.0,20.7872,0.0,471,0,315,0,0,156,314,0,159,0,0,155,846.941,0.0,0.0457485,0.0,0.0,846.895,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i4,byp_r1,0,150,5636,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,4.02178,6.0,54.0389,0.0,441,0,330,0,0,111,330,0,219,0,0,111,851.306,0.0,0.0847609,0.0,0.0,851.221,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i3,byp_r1,0,150,5618,15,30,-1,-1,OPTIMAL,181.711,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.6478,2.0,32.5379,0.0,128,0,88,0,0,40,87,0,48,0,0,39,149.143,0.0,0.021648,0.0,0.0,149.121,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i2,byp_r1,0,170,10804,17,17,-1,-1,FEASIBLE,348.195,1,1,3.01137,5.0,0.397726,0.0,0,0,0,0,0,0.0,1,1,0,0,3.01137,5.0,59.0701,0.0,159,0,116,0,0,43,115,0,73,0,0,42,289.076,0.0,0.0448366,0.0,0.0,289.031,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i1,byp_r1,0,170,10781,17,34,-1,-1,FEASIBLE,343.254,1,1,3.06,5.0,0.388,0.0,0,0,0,0,0,0.0,1,1,0,0,3.06,5.0,72.2806,0.0,146,0,103,0,0,43,102,0,60,0,0,42,270.929,0.0,0.0470509,0.0,0.0,270.882,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i1,byp_r1,0,150,5542,15,15,-1,-1,FEASIBLE,367.753,1,1,1.68654,3.0,0.43782,0.0,0,0,0,0,0,0.0,1,1,0,0,1.68654,3.0,28.6551,0.0,154,0,105,0,0,49,104,0,56,0,0,48,339.061,0.0,0.0261104,0.0,0.0,339.035,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i2,byp_r1,0,150,5529,15,30,-1,-1,OPTIMAL,275.605,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.66667,2.0,31.8943,0.0,132,0,93,0,0,39,92,0,54,0,0,38,243.679,0.0,0.0225689,0.0,0.0,243.657,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i4,byp_r1,0,170,10685,17,17,-1,-1,FEASIBLE,467.541,1,1,2.99756,5.0,0.400488,0.0,0,0,0,0,0,0.0,1,1,0,0,2.99756,5.0,59.3146,0.0,196,0,139,0,0,57,138,0,82,0,0,56,408.17,0.0,0.0551547,0.0,0.0,408.115,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i4,byp_r1,0,150,5637,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.5623,6.0,65.2782,0.0,360,0,268,0,0,92,268,0,176,0,0,92,842.604,0.0,0.0698283,0.0,0.0,842.534,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i2,byp_r1,0,170,10798,34,34,-1,-1,FEASIBLE,900.0,1,1,6.78895,9.0,0.245673,0.0,0,0,0,0,0,0.0,1,1,0,0,6.78895,9.0,132.61,0.0,299,0,216,0,0,83,215,0,133,0,0,82,779.108,0.0,0.0830472,0.0,0.0,779.025,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i1,byp_r1,0,150,5541,15,30,-1,-1,OPTIMAL,264.098,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69245,2.0,33.3509,0.0,143,0,97,0,0,46,96,0,51,0,0,45,230.714,0.0,0.0243636,0.0,0.0,230.69,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i4,byp_r1,0,130,2121,26,26,-1,-1,FEASIBLE,444.373,1,1,1.81311,3.0,0.395629,0.0,0,0,0,0,0,0.0,1,1,0,0,1.81311,3.0,22.6104,0.0,383,0,272,0,0,111,271,0,161,0,0,110,421.648,0.0,0.040628,0.0,0.0,421.608,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i4,byp_r1,0,170,10756,34,17,-1,-1,FEASIBLE,467.168,1,1,9.20513,12.0,0.232906,0.0,0,0,0,0,0,0.0,1,1,0,0,9.20513,12.0,48.193,0.0,416,0,282,0,0,134,281,0,148,0,0,133,418.853,0.0,0.113098,0.0,0.0,418.74,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_r1,0,150,5522,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.42136,6.0,66.6907,0.0,349,0,262,0,0,87,262,0,175,0,0,87,865.944,0.0,0.0604776,0.0,0.0,865.883,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i3,byp_r1,0,130,2070,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70543,3.0,22.8428,0.0,402,0,273,0,0,129,273,0,144,0,0,129,879.201,0.0,0.0408213,0.0,0.0,879.161,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i1,byp_r1,0,170,10786,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.60242,10.0,135.141,0.0,361,0,274,0,0,87,274,0,187,0,0,87,781.919,0.0,0.104206,0.0,0.0,781.815,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i0,byp_r1,0,150,5548,15,15,-1,-1,FEASIBLE,523.009,1,1,1.64516,3.0,0.451613,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64516,3.0,28.5312,0.0,169,0,116,0,0,53,115,0,63,0,0,52,494.439,0.0,0.0337323,0.0,0.0,494.405,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i0,byp_r1,0,170,10814,17,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,5.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.02332,5.0,70.7783,0.0,232,0,145,0,0,87,145,0,58,0,0,87,829.362,0.0,0.0683143,0.0,0.0,829.294,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i1,byp_r1,0,170,10787,17,17,-1,-1,FEASIBLE,447.033,1,1,3.07208,5.0,0.385584,0.0,0,0,0,0,0,0.0,1,1,0,0,3.07208,5.0,62.2595,0.0,163,0,112,0,0,51,111,0,61,0,0,50,384.725,0.0,0.0425239,0.0,0.0,384.683,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_r1,0,150,5562,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.70133,6.0,67.5043,0.0,310,0,225,0,0,85,225,0,140,0,0,85,857.935,0.0,0.0556964,0.0,0.0,857.879,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i3,byp_r1,0,150,5675,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.57386,6.0,67.2007,0.0,386,0,285,0,0,101,285,0,184,0,0,101,864.041,0.0,0.0751945,0.0,0.0,863.965,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i0,byp_r1,0,150,5548,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.86084,6.0,54.6739,0.0,441,0,306,0,0,135,306,0,171,0,0,135,849.137,0.0,0.0775498,0.0,0.0,849.059,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i0,byp_r1,0,130,2038,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.76301,3.0,21.3699,0.0,456,0,302,0,0,154,302,0,148,0,0,154,880.501,0.0,0.0470712,0.0,0.0,880.454,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i2,byp_r1,0,150,5525,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.8236,6.0,53.0293,0.0,442,0,326,0,0,116,326,0,210,0,0,116,850.997,0.0,0.0765664,0.0,0.0,850.92,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i3,byp_r1,0,170,10760,34,34,-1,-1,FEASIBLE,839.56,1,1,6.47379,10.0,0.352621,0.0,0,0,0,0,0,0.0,1,1,0,0,6.47379,10.0,135.451,0.0,342,0,258,0,0,84,257,0,174,0,0,83,703.962,0.0,0.0987545,0.0,0.0,703.864,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i1,byp_r1,0,130,2071,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.74146,3.0,22.3331,0.0,367,0,257,0,0,110,257,0,147,0,0,110,890.528,0.0,0.0388887,0.0,0.0,890.489,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i1,byp_r1,0,170,10786,34,17,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,12.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,9.60281,12.0,51.1626,0.0,450,0,309,0,0,141,309,0,168,0,0,141,857.078,0.0,0.130376,0.0,0.0,856.947,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i2,byp_r1,0,170,10800,17,34,-1,-1,FEASIBLE,356.348,1,1,3.05466,5.0,0.389069,0.0,0,0,0,0,0,0.0,1,1,0,0,3.05466,5.0,73.7506,0.0,136,0,90,0,0,46,89,0,44,0,0,45,282.558,0.0,0.0373166,0.0,0.0,282.52,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i3,byp_r1,0,150,5673,15,15,-1,-1,FEASIBLE,342.233,1,1,1.69616,3.0,0.434612,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69616,3.0,29.2394,0.0,179,0,121,0,0,58,120,0,63,0,0,57,312.953,0.0,0.0296687,0.0,0.0,312.923,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i0,byp_r1,0,170,10814,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.61714,10.0,136.604,0.0,349,0,253,0,0,96,253,0,157,0,0,96,771.967,0.0,0.0909249,0.0,0.0,771.876,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i3,byp_r1,0,170,10775,34,17,-1,-1,FEASIBLE,577.648,1,1,8.65912,11.0,0.212807,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65912,11.0,62.1985,0.0,414,0,289,0,0,125,288,0,164,0,0,124,515.325,0.0,0.111763,0.0,0.0,515.213,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i3,byp_r1,0,170,10751,17,17,-1,-1,FEASIBLE,479.25,1,1,3.15887,5.0,0.368226,0.0,0,0,0,0,0,0.0,1,1,0,0,3.15887,5.0,58.6247,0.0,167,0,118,0,0,49,117,0,69,0,0,48,420.576,0.0,0.0467489,0.0,0.0,420.529,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i0,byp_r1,0,150,5548,15,30,-1,-1,OPTIMAL,259.248,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64356,2.0,31.2518,0.0,146,0,102,0,0,44,101,0,58,0,0,43,227.962,0.0,0.0263027,0.0,0.0,227.935,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i2,byp_r1,0,150,5568,15,15,-1,-1,OPTIMAL,595.798,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70119,2.0,28.1737,0.0,173,0,118,0,0,55,117,0,63,0,0,54,567.585,0.0,0.0341956,0.0,0.0,567.55,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
